0.000000000000000000e+00,1.529052647883649570e+03,2.276687286387834320e+03,1.767772044127862046e+03,1.182477483929398204e+03,1.864401780732897805e+03,1.313983637645461613e+03,1.984676547954351236e+03,1.122178238962064370e+03,1.022158989590171359e+03
1.529052647883649570e+03,0.000000000000000000e+00,1.153707501925856377e+03,7.556004235043810695e+02,1.506796933896535393e+03,1.555442059351617218e+03,1.721056942695389125e+03,1.452289571676392598e+03,2.235290137767354736e+03,2.543760405384123260e+03
2.276687286387834320e+03,1.153707501925856377e+03,0.000000000000000000e+00,5.139659521797138950e+02,2.625622973695957171e+03,1.021554208057506798e+03,2.843178854732849686e+03,2.571298893555550876e+03,2.481826948036466092e+03,3.262973490545088680e+03
1.767772044127862046e+03,7.556004235043810695e+02,5.139659521797138950e+02,0.000000000000000000e+00,2.148516930349863287e+03,8.920650200517897019e+02,2.366268158937190492e+03,2.207780106804117167e+03,2.075214205811053034e+03,2.763944463986206756e+03
1.182477483929398204e+03,1.506796933896535393e+03,2.625622973695957171e+03,2.148516930349863287e+03,0.000000000000000000e+00,2.654917136183350067e+03,2.178302091079196430e+02,9.547449921314067751e+02,2.304653770092158538e+03,1.751480516591606374e+03
1.864401780732897805e+03,1.555442059351617218e+03,1.021554208057506798e+03,8.920650200517897019e+02,2.654917136183350067e+03,0.000000000000000000e+00,2.861402628082947558e+03,2.951538751227908051e+03,1.637469389026860654e+03,2.690411306845107447e+03
1.313983637645461613e+03,1.721056942695389125e+03,2.843178854732849686e+03,2.366268158937190492e+03,2.178302091079196430e+02,2.861402628082947558e+03,0.000000000000000000e+00,1.018237693272057186e+03,2.430059464293003657e+03,1.760134653939862574e+03
1.984676547954351236e+03,1.452289571676392598e+03,2.571298893555550876e+03,2.207780106804117167e+03,9.547449921314067751e+02,2.951538751227908051e+03,1.018237693272057186e+03,0.000000000000000000e+00,3.066276080198911131e+03,2.697734234501241644e+03
1.122178238962064370e+03,2.235290137767354736e+03,2.481826948036466092e+03,2.075214205811053034e+03,2.304653770092158538e+03,1.637469389026860654e+03,2.430059464293003657e+03,3.066276080198911131e+03,0.000000000000000000e+00,1.305968223196873851e+03
1.022158989590171359e+03,2.543760405384123260e+03,3.262973490545088680e+03,2.763944463986206756e+03,1.751480516591606374e+03,2.690411306845107447e+03,1.760134653939862574e+03,2.697734234501241644e+03,1.305968223196873851e+03,0.000000000000000000e+00
